@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.0012,0.0124,0.1113,0.6954,-1.1785,-0.1115,0.0468,0.2164,1.2407,-0.9693,0.0025,0.0135,0.1162,0.6018,-0.8539,0.255,0.0201,0.1418,0.6159,0.0455,-0.011,0.4884,0.0048,-44.4795,-0.4373,0.0098,0.5141,0.9578,0.7846,1.8629,1.526,0.8192,0.2643,0.9173,0.6156,3.4704,2.3288,0.671,0.616,1.357,-12.8165,2.2031,-20.8068,-9.4445,0.5066,0.9832,0.4947,1.9408,0.9764,0.5031,0.5604,1.1554,1.129,2.0616,2.0145,0.9772,0.0006,0.3656,-0.1545,0.4639,0.0381,0.0446,-0.4539,-0.0254,?,?,?,?,?,DIETRO_PANTALONI
-0.1193,0.0349,0.1867,1.0238,-2.341,0.3836,0.4027,0.6346,2.6268,-0.3556,0.0038,0.0283,0.1682,1.0861,-1.1175,0.6382,0.22,0.469,1.9863,0.0315,-0.311,-31.012,-0.187,99.7012,0.601,0.006,0.2942,1.1101,0.3981,3.7728,1.353,0.3586,0.0866,1.2323,0.1585,14.2341,1.8307,0.1286,1.0411,1.2516,-11.1066,1.2022,-10.668,-8.8739,0.1581,0.5974,0.1494,3.7777,0.9448,0.2501,0.3898,0.9427,0.5155,2.4185,1.3225,0.5468,0.0021,0.8687,-0.6553,0.1008,-0.6518,0.1408,0.878,0.1171,?,?,?,?,?,DIETRO_PANTALONI
0.049,0.0242,0.1555,0.9051,-0.6117,-0.2485,0.1584,0.398,2.1151,-3.5642,-0.0071,0.0511,0.2261,1.7065,-0.9454,0.4416,0.1029,0.3207,1.6793,0.0233,-0.197,-6.932,0.1108,35.1959,-0.5628,-0.016,0.3908,0.688,0.485,1.7604,1.2409,0.7049,0.1527,0.4733,0.2352,3.0988,1.5398,0.4969,0.208,0.4142,-8.5634,1.9916,-41.1724,-20.6732,1.2119,0.6402,0.3266,0.5283,0.2695,0.5102,0.4279,0.5304,0.539,1.2394,1.2595,1.0162,0.0014,0.6313,-0.155,0.6001,0.2848,-0.1148,-0.7768,0.0402,?,?,?,?,?,DIETRO_PANTALONI
-0.0529,2.1071,1.4516,7.0855,-0.7358,0.1345,3.9374,1.9843,10.3335,-0.6151,0.0047,1.0118,1.0059,4.5982,-0.5595,2.223,2.1355,1.4613,6.6926,0.0382,-0.3937,-11.3449,-0.0238,28.816,0.0605,0.0021,0.7315,1.4431,0.9933,1.9727,1.3579,0.6883,0.5352,2.0826,0.9867,3.8915,1.8438,0.4738,0.7632,1.8207,-11.3127,2.3855,-14.8224,-6.2135,0.638,1.3844,0.5867,2.1699,0.9195,0.4238,0.6857,1.5409,1.0587,2.2473,1.544,0.6871,0.0007,3.3839,0.7628,-0.0248,0.094,0.4557,0.277,0.1777,?,?,?,?,?,DIETRO_PANTALONI
-0.0379,0.9344,0.9666,4.1976,-1.178,-0.0411,0.9874,0.9937,5.416,-0.5305,-0.0388,0.4226,0.6501,3.6139,-0.7001,1.2296,0.8371,0.9149,3.9673,0.0205,0.9213,0.9765,-0.0308,1.0599,-0.0334,-0.0315,0.9728,1.487,1.0565,1.5286,1.0861,0.7105,0.9463,2.2112,1.1162,2.3367,1.1796,0.5048,1.2094,1.5254,-27.3214,1.2613,-22.5905,-17.9104,0.5446,0.9067,0.4758,1.6648,0.8737,0.5248,0.775,1.1615,1.058,1.4986,1.3651,0.9109,0.0004,1.9164,0.8171,-0.3869,-0.0833,0.0413,0.19,0.2154,?,?,?,?,?,DIETRO_PANTALONI
-0.1726,1.5088,1.2283,5.909,-1.3339,-0.1375,1.9316,1.3898,6.0305,-0.6086,-0.0442,0.7982,0.8934,5.1567,-0.5748,1.7641,1.1773,1.085,4.3204,0.055,1.255,3.9043,-0.0978,3.1109,-0.078,-0.0251,0.8838,1.3749,1.1321,1.5556,1.2809,0.8234,0.7811,1.8903,1.2816,2.42,1.6407,0.678,1.4802,1.7944,-13.4431,1.2123,-9.0819,-7.4918,0.6753,0.7732,0.5538,1.1449,0.82,0.7163,0.9798,1.1459,1.3677,1.1695,1.3958,1.1936,0.0012,2.6939,0.7551,-0.255,-0.1455,0.2696,0.2479,0.2073,?,?,?,?,?,DIETRO_PANTALONI
0.0566,0.0932,0.3053,3.05,-0.5417,-0.0646,0.1003,0.3168,2.8976,-1.4037,0.0006,0.0173,0.1317,0.8491,-1.1086,0.3112,0.1214,0.3485,2.5984,0.0072,-0.8763,99.6474,0.182,-113.7149,-0.2077,0.0018,0.9637,2.3179,0.876,2.4051,0.909,0.3779,0.9288,5.3725,0.7674,5.7844,0.8262,0.1428,0.6333,2.4006,-56.925,3.7904,-89.8801,-23.7124,1.6411,4.9127,0.7559,2.9936,0.4606,0.1539,1.0526,3.592,1.1738,3.4125,1.1152,0.3268,0.0005,0.4843,-0.9511,0.1306,0.2739,0.1539,-0.2629,-0.0288,?,?,?,?,?,DIETRO_PANTALONI
0.0681,0.0186,0.1365,0.899,-0.5156,-0.0621,0.028,0.1674,0.9621,-1.5827,0.0114,0.0198,0.1408,0.9314,-0.4869,0.2274,0.0234,0.153,0.8275,0.0106,-1.0974,5.9808,0.2996,-5.4502,-0.273,0.0501,0.8149,0.9692,0.8919,1.1893,1.0944,0.9202,0.6641,0.9393,0.7954,1.4144,1.1977,0.8468,0.5187,1.0026,-34.5403,1.9328,-66.5877,-34.4508,1.5924,0.9469,0.7092,0.5947,0.4454,0.749,0.9344,0.9652,1.0864,1.0329,1.1626,1.1256,0.0005,0.3545,-0.7744,0.0738,0.5789,0.57,-0.3834,0.1366,?,?,?,?,?,DIETRO_PANTALONI
0.0944,0.0181,0.1345,0.8035,-0.4304,-0.0766,0.0321,0.1792,1.2365,-1.0889,0.0002,0.0185,0.136,0.8238,-0.6991,0.2474,0.0223,0.1493,0.841,0.0275,-1.2326,489.8229,0.3816,-397.3847,-0.3096,0.0008,0.7502,0.9884,0.9005,1.3174,1.2003,0.9111,0.5629,0.9769,0.8109,1.7356,1.4407,0.8301,0.3751,0.7133,-10.1638,1.9017,-27.0991,-14.2497,0.949,1.1586,0.6495,1.2209,0.6844,0.5606,0.6498,0.9754,0.9554,1.501,1.4702,0.9795,0.0007,0.386,-0.6926,-0.0035,0.4525,0.714,-0.2324,0.1114,?,?,?,?,?,DIETRO_PANTALONI
-0.0841,1.1404,1.0679,5.1543,-1.2938,0.0604,0.8811,0.9387,5.0316,-0.7813,0.0135,0.6617,0.8134,5.412,-1.5616,1.1314,1.4139,1.1891,4.3765,0.0078,-1.3919,-6.2376,-0.0744,4.4814,0.0534,0.0119,1.1377,1.3128,0.8981,1.1539,0.7894,0.6841,1.2943,1.7234,0.8065,1.3316,0.6232,0.468,1.3173,0.8812,-84.1038,0.6689,-63.8445,-95.444,0.7955,1.0636,0.5094,1.337,0.6404,0.4789,1.0244,0.9524,1.1777,0.9297,1.1497,1.2366,0.0005,1.7408,-0.7163,0.4614,-0.2599,0.2839,0.1359,-0.1103,?,?,?,?,?,DIETRO_PANTALONI
-0.6203,9.6304,3.1033,18.2643,-1.4444,-1.1704,16.1205,4.015,26.1256,-1.1226,0.62,6.5205,2.5535,17.2827,-0.4218,4.6781,12.5256,3.5392,20.6813,0.0306,0.53,-1.0005,-0.1326,-1.8876,-0.2502,0.1325,0.7729,1.2153,0.8768,1.5724,1.1345,0.7215,0.5974,1.4769,0.7689,2.4723,1.287,0.5206,0.7811,2.1049,-16.5258,2.6949,-21.1582,-7.8511,0.6071,0.6147,0.3502,1.0125,0.5769,0.5698,0.6991,1.0568,0.8831,1.5117,1.2632,0.8357,0.0079,7.3123,0.1877,-0.1637,-0.1993,0.0269,-0.4521,0.5615,?,?,?,?,?,DIETRO_PANTALONI
0.6644,6.4895,2.5474,17.8309,-0.7096,0.0294,10.7036,3.2716,24.8108,-0.5121,0.7275,12.0169,3.4665,26.6179,-0.4514,4.3864,10.9406,3.3077,20.7536,0.02,22.6299,0.9132,0.1515,0.0404,0.0067,0.1659,0.7786,0.7349,0.7702,0.9438,0.9891,1.048,0.6063,0.54,0.5932,0.8907,0.9783,1.0984,0.8808,0.894,-17.4548,1.015,-19.8159,-19.5235,0.6356,0.5687,0.4925,0.8947,0.7748,0.866,0.7187,0.6699,0.8592,0.9321,1.1955,1.2826,0.0053,6.4524,-0.0054,0.3059,0.205,0.0706,0.1685,0.4173,?,?,?,?,?,DIETRO_PANTALONI
-0.5113,8.6369,2.9389,18.8151,-1.6296,-0.9993,9.6904,3.1129,15.0673,-1.1682,0.256,6.9754,2.6411,13.8414,-0.6226,4.5519,5.9082,2.4307,14.1409,0.0327,0.5117,-1.9971,-0.1123,-3.9033,-0.2195,0.0562,0.9441,1.1127,1.2091,1.1787,1.2807,1.0866,0.8913,1.2382,1.4619,1.3892,1.6402,1.1806,1.4363,2.1955,-24.4235,1.5286,-17.005,-11.1245,1.0297,0.8388,0.4895,0.8146,0.4754,0.5835,1.2487,1.3593,1.3305,1.0886,1.0655,0.9788,0.0062,7.1456,-0.2712,-0.1943,-0.214,0.0336,-0.2889,0.5117,?,?,?,?,?,DIETRO_PANTALONI
-0.6536,15.2211,3.9014,17.2191,-1.2588,0.7004,32.5775,5.7077,28.8343,-0.9818,1.1474,14.7644,3.8424,20.1293,-0.8342,7.1995,12.9651,3.6007,16.3562,0.0476,-0.9332,-0.5696,-0.0908,0.6104,0.0973,0.1594,0.6835,1.0154,1.0835,1.4854,1.5852,1.0671,0.4672,1.0309,1.174,2.2065,2.5127,1.1388,0.6718,1.0482,-11.7338,1.5604,-17.4673,-11.1941,0.5239,0.6946,0.4439,1.3257,0.8472,0.639,0.5972,0.8554,1.0528,1.4325,1.7629,1.2307,0.008,11.3116,-0.684,-0.0637,-0.1254,0.4818,0.2715,0.3739,?,?,?,?,?,DIETRO_PANTALONI
0.3409,16.7898,4.0975,19.9333,-0.6861,0.4709,25.8463,5.0839,24.7274,-0.6572,0.9733,15.8771,3.9846,20.3808,-0.4725,6.7493,14.245,3.7743,19.9911,0.0384,0.724,0.3503,0.0505,0.4838,0.0698,0.1442,0.806,1.0283,1.0857,1.2759,1.347,1.0557,0.6496,1.0575,1.1786,1.6279,1.8144,1.1146,0.8271,1.2402,-10.1632,1.4995,-12.2876,-8.1946,0.7923,0.8542,0.5687,1.078,0.7177,0.6658,0.8061,0.978,0.9971,1.2133,1.2369,1.0195,0.0062,10.4097,0.2581,-0.2429,0.1534,0.4287,0.2812,0.5775,?,?,?,?,?,DIETRO_PANTALONI
0.61,6.9706,2.6402,15.4124,-0.5827,-0.6016,12.4485,3.5282,25.4425,-1.6537,0.5957,11.7396,3.4263,20.9865,-0.4489,4.3333,13.47,3.6702,17.0143,0.0249,-1.0141,1.0241,0.1408,-1.0098,-0.1388,0.1375,0.7483,0.7706,0.7194,1.0298,0.9613,0.9336,0.56,0.5938,0.5175,1.0604,0.9242,0.8715,0.3579,0.8727,-13.0411,2.4383,-36.4368,-14.9432,1.0157,0.6723,0.5581,0.6619,0.5495,0.8301,0.6058,0.7344,0.9059,1.2123,1.4954,1.2335,0.0056,6.4939,-0.2866,0.3479,0.3164,-0.1412,-0.4088,0.6308,?,?,?,?,?,DIETRO_PANTALONI
-0.4363,1.8663,1.3661,6.2973,-1.1219,-0.1284,5.2399,2.2891,8.6935,-0.727,0.4844,4.8753,2.208,9.0522,-0.6034,3.3423,1.2519,1.1189,5.1573,0.1982,3.3971,-0.9006,-0.1305,-0.2651,-0.0384,0.1449,0.5968,0.6187,1.221,1.0367,2.0459,1.9734,0.3562,0.3828,1.4908,1.0748,4.1857,3.8944,0.9098,0.9773,-2.6112,1.0742,-2.8701,-2.6718,0.5896,0.5257,0.4614,0.8917,0.7826,0.8777,0.7244,0.6957,1.2211,0.9604,1.6857,1.7552,0.0036,5.0108,0.4669,-0.1205,-0.0553,0.4578,0.4292,0.4291,?,?,?,?,?,DIETRO_PANTALONI
0.0679,1.2023,1.0965,5.9388,-2.1465,-0.0546,5.7895,2.4061,10.0025,-0.4817,-0.0945,4.0716,2.0178,8.5349,-0.4229,2.8463,2.9783,1.7258,7.8498,0.0419,-1.2428,-0.7179,0.0238,0.5777,-0.0192,-0.0332,0.4557,0.5434,0.6353,1.1924,1.3942,1.1692,0.2077,0.2953,0.4037,1.4219,1.9439,1.3671,1.2458,1.5972,-11.7966,1.282,-9.4689,-7.3858,0.2796,0.3147,0.2304,1.1254,0.8239,0.7321,0.5937,0.6958,0.7566,1.1719,1.2742,1.0873,0.0007,4.4645,-0.736,-0.516,-0.4351,0.9234,0.5868,0.6084,?,?,?,?,?,DIETRO_PANTALONI
-0.0964,1.0698,1.0343,5.5101,-0.478,-0.1624,4.0036,2.0009,8.9823,-0.6918,-0.2326,4.6662,2.1601,8.8336,-0.6549,2.9358,1.2107,1.1003,4.6747,0.181,0.5933,0.4142,-0.0328,0.6982,-0.0553,-0.0792,0.5169,0.4788,0.94,0.9263,1.8185,1.9632,0.2672,0.2293,0.8837,0.858,3.307,3.8543,0.4851,0.5097,-1.7246,1.0507,-3.5549,-3.3833,0.7022,0.6984,0.6532,0.9946,0.9302,0.9352,0.6134,0.6238,1.1787,1.0168,1.9215,1.8897,0.0016,4.2712,0.4109,-0.1156,0.2618,0.5753,0.2,-0.0545,?,?,?,?,?,DIETRO_PANTALONI
-0.1381,1.1971,1.0941,4.1977,-1.2853,0.0826,5.6805,2.3834,11.0782,-0.5773,0.1127,4.6209,2.1496,8.4751,-0.5103,2.953,2.8167,1.6783,8.6469,0.0158,-1.6716,-1.2248,-0.0468,0.7327,0.028,0.0382,0.4591,0.509,0.6519,1.1087,1.4201,1.2808,0.2107,0.2591,0.425,1.2293,2.0167,1.6405,0.5822,0.8245,-17.0179,1.4161,-29.2291,-20.6408,0.2615,0.3273,0.2091,1.2516,0.7994,0.6387,0.3789,0.4953,0.4855,1.3071,1.2812,0.9801,0.001,4.636,-0.3876,-0.2003,0.0198,0.9516,0.4922,0.4976,?,?,?,?,?,DIETRO_PANTALONI
0.2701,1.4046,1.1852,4.2941,-0.7058,0.6676,6.4837,2.5463,9.2712,-0.3985,0.3223,4.819,2.1952,9.0443,-0.7206,3.2459,2.7939,1.6715,6.6029,0.1284,0.4045,0.8379,0.0832,2.0713,0.2057,0.0993,0.4654,0.5399,0.709,1.1599,1.5234,1.3133,0.2166,0.2915,0.5027,1.3454,2.3207,1.7248,0.6726,0.4691,-1.8274,0.6974,-2.7168,-3.8958,0.3797,0.4789,0.3323,1.2613,0.8752,0.6939,0.4632,0.4748,0.6503,1.0251,1.4041,1.3698,0.0041,4.9196,0.6842,0.1807,0.6216,0.6816,0.7785,0.4228,?,?,?,?,?,DIETRO_PANTALONI
-0.0246,1.1495,1.0721,6.3685,-2.1166,0.1887,5.0635,2.2502,8.2271,-0.622,0.2187,4.3106,2.0762,9.562,-0.4794,2.854,2.4625,1.5692,8.0226,0.0096,-0.1302,-0.1123,-0.0086,0.8627,0.0661,0.0766,0.4765,0.5164,0.6832,1.0838,1.434,1.3231,0.227,0.2667,0.4668,1.1747,2.0562,1.7505,1.3708,1.3958,-55.44,1.0182,-40.4421,-39.7183,0.4029,0.3161,0.2522,0.7847,0.6261,0.7979,0.7741,0.666,0.7938,0.8604,1.0255,1.1919,0.0015,4.4535,-0.5072,-0.2532,-0.1057,0.9513,0.501,0.5467,?,?,?,?,?,DIETRO_PANTALONI
0.4603,3.0225,1.7385,17.8483,-0.9381,1.4163,8.9351,2.9892,17.7631,-0.3671,0.1316,2.9241,1.71,13.7103,-1.1082,3.102,7.4943,2.7376,13.7255,0.0057,0.325,3.4984,0.1484,10.7653,0.4566,0.0424,0.5816,1.0167,0.6351,1.748,1.0919,0.6246,0.3383,1.0337,0.4033,3.0557,1.1923,0.3902,1.8113,1.1987,-109.0973,0.6618,-60.233,-91.0144,0.7088,1.4161,0.6671,1.998,0.9412,0.4711,1.0048,1.3018,1.3004,1.2956,1.2942,0.9989,0.0077,4.5018,-0.0003,-0.0769,0.0008,0.2744,0.7031,0.2073,?,?,?,?,?,TASCA_GIACCA_ALTA
0.539,2.2092,1.4863,9.7451,-0.7415,0.7553,11.2421,3.3529,18.998,-0.3684,0.0077,1.7339,1.3168,7.0903,-0.935,2.5827,9.3762,3.0621,14.0171,0.0027,0.7136,69.6445,0.2087,97.5984,0.2924,0.003,0.4433,1.1287,0.4854,2.5463,1.095,0.43,0.1965,1.2741,0.2356,6.4836,1.199,0.1849,0.8113,1.2111,-108.631,1.4929,-133.9035,-89.6946,0.4031,1.5271,0.3981,3.7889,0.9878,0.2607,0.513,1.3744,0.6952,2.6794,1.3553,0.5058,0.0048,3.8114,0.3122,0.3289,0.3925,0.2666,0.673,0.0147,?,?,?,?,?,TASCA_GIACCA_ALTA
0.5149,2.7719,1.6649,12.6194,-0.9506,1.3525,9.6332,3.1037,17.973,-0.2736,0.2889,4.2671,2.0657,11.9669,-0.6008,3.0474,9.563,3.0924,15.4658,0.0039,0.3807,1.7821,0.169,4.6808,0.4438,0.0948,0.5364,0.806,0.5384,1.5025,1.0037,0.668,0.2877,0.6496,0.2899,2.2575,1.0073,0.4462,1.593,1.3693,-101.1461,0.8595,-63.4942,-73.8692,0.4584,0.8654,0.4167,1.8878,0.9089,0.4815,0.7021,1.0545,0.816,1.5019,1.1621,0.7738,0.0075,4.5372,0.1378,0.1791,0.1991,0.1834,0.7446,0.2549,?,?,?,?,?,TASCA_GIACCA_ALTA
0.5465,4.1276,2.0317,17.7129,-2.3583,1.6783,58.0698,7.6204,64.227,-0.2936,0.6095,30.3127,5.5057,42.4832,-0.4103,7.0378,46.4669,6.8167,57.6869,0.0187,0.3256,0.8967,0.0777,2.7537,0.2385,0.0866,0.2666,0.369,0.298,1.3841,1.1179,0.8077,0.0711,0.1362,0.0888,1.9157,1.2497,0.6523,0.8533,1.0063,-11.2975,1.1794,-13.24,-11.2263,0.1062,0.1751,0.0897,1.6482,0.8446,0.5124,0.2758,0.4169,0.3071,1.5118,1.1134,0.7364,0.0096,10.1709,-0.2663,-0.2171,-0.3075,0.662,0.7622,0.6351,?,?,?,?,?,TASCA_GIACCA_ALTA
0.6021,5.4714,2.3391,15.6874,-0.8584,0.8572,9.9588,3.1558,18.6556,-0.8128,0.3258,18.6314,4.3164,22.6533,-1.1999,5.2541,7.6592,2.7675,15.8646,0.0521,0.7024,1.8479,0.1146,2.6308,0.1631,0.062,0.7412,0.5419,0.8452,0.7311,1.1403,1.5597,0.5494,0.2937,0.7144,0.5345,1.3002,2.4326,0.8663,0.5864,-8.3133,0.677,-9.5968,-14.1762,0.8203,0.8198,0.5044,0.9994,0.6149,0.6153,0.8409,0.6925,0.9888,0.8235,1.1759,1.4279,0.0055,7.9099,0.3721,0.0698,0.3096,-0.1693,0.2249,0.3216,?,?,?,?,?,TASCA_GIACCA_ALTA
0.8689,4.2679,2.0659,10.4326,-0.5384,0.8316,14.6402,3.8263,18.7562,-0.9494,0.4992,10.7234,3.2747,14.4461,-0.8263,5.0446,5.8788,2.4246,9.8765,0.0524,1.0449,1.7407,0.1722,1.6659,0.1648,0.0989,0.5399,0.6309,0.852,1.1684,1.5781,1.3506,0.2915,0.398,0.726,1.3653,2.4903,1.8241,0.3997,0.5586,-6.6817,1.3976,-16.7169,-11.9611,0.7048,0.8573,0.6506,1.2164,0.9231,0.7589,0.5562,0.7222,1.0563,1.2984,1.8991,1.4627,0.0066,7.4956,0.4473,0.0211,0.2101,-0.0054,0.2627,0.473,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0649,1.6591,1.2881,10.0415,-1.4463,1.3747,8.934,2.989,17.7528,-0.3758,0.1501,1.9638,1.4014,6.9186,-0.72,2.7658,6.8237,2.6122,13.3623,0.0085,0.0472,0.4326,0.0235,9.1608,0.497,0.0543,0.4309,0.9192,0.4931,2.1329,1.1442,0.5365,0.1857,0.8448,0.2431,4.5493,1.3093,0.2878,1.2242,2.0499,-51.9663,1.6744,-42.4476,-25.3502,0.3181,1.0204,0.3046,3.2078,0.9575,0.2985,0.5656,1.4514,0.7515,2.566,1.3286,0.5178,0.0071,3.9413,-0.0835,0.3494,-0.1529,0.5128,0.6875,0.2534,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0917,1.8179,1.3483,8.1498,-1.6111,1.4621,8.0205,2.8321,12.7916,-0.6365,0.1597,1.8753,1.3694,7.1592,-0.6201,3.0569,4.5405,2.1308,7.7813,0.0124,0.0627,0.5745,0.03,9.1567,0.4783,0.0522,0.4761,0.9846,0.6328,2.0681,1.3291,0.6427,0.2267,0.9694,0.4004,4.277,1.7664,0.413,1.0107,1.835,-51.3124,1.8156,-50.7687,-27.9626,0.3993,0.7063,0.3961,1.7688,0.992,0.5608,0.6371,1.1384,1.0474,1.7867,1.6439,0.9201,0.0076,4.3617,-0.0559,0.2771,-0.171,0.6243,0.519,0.1824,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0431,3.1223,1.767,14.7419,-1.3162,1.1016,8.5642,2.9265,19.8806,-1.0698,-0.0045,1.9959,1.4127,7.9052,-1.0363,2.8277,6.9021,2.6272,10.8821,0.0045,-0.0391,9.4907,-0.0153,-242.4378,0.3896,-0.0016,0.6038,1.2507,0.6726,2.0715,1.1139,0.5377,0.3646,1.5644,0.4524,4.291,1.2408,0.2892,0.8152,2.0822,-168.8767,2.5542,-207.153,-81.1036,0.6627,1.6395,0.5822,2.4742,0.8786,0.3551,0.7415,1.8648,1.3547,2.5149,1.8269,0.7264,0.0057,4.0721,-0.0376,0.3731,-0.2806,0.344,0.5123,-0.0562,?,?,?,?,?,TASCA_GIACCA_ALTA
