@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.5824,6.983,2.6425,19.6396,-1.9248,-0.3589,12.9214,3.5946,16.9912,-0.8124,-0.2874,8.1382,2.8528,15.7562,-0.9405,4.6915,6.5837,2.5659,15.151,0.0641,-1.6226,-2.0266,0.1241,1.2489,-0.0765,-0.0613,0.7351,0.9263,1.0299,1.2601,1.4009,1.1118,0.5404,0.8581,1.0607,1.5877,1.9627,1.2361,1.697,1.6925,-12.4479,0.9974,-7.3353,-7.3547,0.7162,0.827,0.4148,1.1546,0.5791,0.5015,1.1559,1.2465,1.2963,1.0784,1.1215,1.0399,0.0053,7.218,-0.4734,0.1997,-0.2301,0.6778,0.1316,0.0121,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.1479,0.0098,0.0988,0.471,-0.2343,0.04,0.0382,0.1953,1.2138,-0.7793,0.0277,0.0116,0.1075,0.5377,-0.9203,0.263,0.0145,0.1206,0.6264,0.0942,3.6988,5.3471,0.5624,1.4456,0.152,0.1052,0.5058,0.9192,0.8192,1.8173,1.6196,0.8912,0.2558,0.8449,0.671,3.3026,2.6231,0.7943,0.1682,0.3469,-1.3729,2.0631,-8.1649,-3.9576,0.5593,1.3628,0.5518,2.4365,0.9865,0.4049,0.388,0.8759,0.7518,2.2575,1.9377,0.8583,0.0011,0.3954,-0.275,0.6096,0.5586,-0.0252,0.0434,0.4371,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.1747,0.0155,0.1245,0.6756,-0.2858,-0.0934,0.0834,0.2888,1.3235,-0.9883,-0.0249,0.0302,0.1739,0.9806,-0.9114,0.3803,0.0243,0.156,0.6468,0.0912,-1.8711,-7.0127,0.4594,3.7479,-0.2455,-0.0655,0.431,0.7158,0.7978,1.6608,1.8509,1.1145,0.1858,0.5124,0.6365,2.7582,3.4257,1.242,0.2282,0.3211,-2.3143,1.4069,-10.1392,-7.2066,0.7894,1.0242,0.7383,1.2974,0.9353,0.7209,0.5105,0.689,1.0445,1.3497,2.0461,1.516,0.0014,0.5732,-0.0765,0.2734,0.3675,0.3325,-0.1176,0.0834,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.2487,0.0154,0.1241,0.6554,-0.1173,0.0464,0.0784,0.2801,1.6577,-1.7989,0.0617,0.0511,0.2261,1.6693,-0.8641,0.4133,0.042,0.2049,1.0647,0.0862,5.3591,4.0346,0.6019,0.7529,0.1123,0.1492,0.443,0.5488,0.6055,1.239,1.3669,1.1032,0.1962,0.3012,0.3666,1.5352,1.8683,1.217,0.0646,0.0889,-0.6846,1.3769,-10.6044,-7.7015,0.9905,0.6551,0.5035,0.6614,0.5083,0.7685,0.3954,0.3926,0.6156,0.9931,1.5569,1.5678,0.002,0.6224,-0.4477,0.6835,0.5093,-0.395,-0.2864,0.3413,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.4938,0.955,0.9773,5.8656,-0.4455,0.5615,2.1032,1.4502,7.0202,-0.2245,-0.0071,0.7413,0.861,3.8365,-0.5339,1.6659,1.5836,1.2584,6.7357,0.0459,0.8793,-69.0764,0.2964,-78.5586,0.3371,-0.0043,0.6739,1.135,0.7766,1.6843,1.1524,0.6842,0.4541,1.2883,0.6031,2.837,1.3281,0.4681,1.4048,1.3539,-5.5757,0.9637,-3.969,-4.1184,0.7078,1.6223,0.5748,2.2922,0.8121,0.3543,0.8355,1.5289,0.8708,1.8298,1.0422,0.5696,0.0052,2.5669,0.7297,0.074,0.6895,0.6004,0.8596,0.4006,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.2035,0.3648,0.604,2.4397,-0.6183,-0.2531,0.3366,0.5802,2.6035,-0.8922,0.0905,0.3689,0.6074,2.8005,-0.3579,0.9886,0.2067,0.4546,2.2402,0.0847,0.8041,-2.248,-0.2059,-2.7958,-0.256,0.0916,1.041,0.9945,1.3286,0.9553,1.2763,1.336,1.0836,0.989,1.7652,0.9126,1.629,1.785,0.7594,1.2628,-4.4968,1.663,-5.9219,-3.561,1.0956,0.731,0.6159,0.6672,0.5622,0.8426,0.9371,0.8712,1.089,0.9297,1.1622,1.2501,0.0023,1.4974,0.5903,-0.2495,0.0842,0.5161,0.358,0.5486,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.3923,0.2022,0.4497,2.4123,-0.3829,0.1014,0.6812,0.8253,3.746,-0.4037,-0.105,0.7992,0.894,4.9581,-0.4523,1.1272,0.5873,0.7663,4.2011,0.0284,3.8684,-3.7354,0.3481,-0.9656,0.09,-0.0932,0.5449,0.503,0.5868,0.9232,1.077,1.1665,0.2969,0.253,0.3443,0.8524,1.1599,1.3608,0.62,0.4326,-5.4462,0.6978,-8.784,-12.5889,0.6537,0.5109,0.4034,0.7817,0.6172,0.7896,0.644,0.4865,0.5742,0.7555,0.8917,1.1802,0.003,1.7501,0.2905,-0.0519,0.3683,0.7728,0.6693,0.5687,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.1158,0.0135,0.1163,0.8546,-3.1231,0.1287,0.0229,0.1512,0.9365,-0.1659,0.0957,0.0098,0.0989,0.5418,-0.7638,0.241,0.0272,0.165,1.01,0.0305,-0.8998,-1.2097,-0.4804,1.3444,0.5339,0.3971,0.7692,1.1763,0.7051,1.5293,0.9166,0.5994,0.5917,1.3838,0.4971,2.3388,0.8402,0.3592,4.8583,2.7588,-20.3986,0.5679,-4.1987,-7.3939,0.258,0.6747,0.199,2.6149,0.7711,0.2949,0.9125,1.5772,0.8461,1.7285,0.9273,0.5365,0.0015,0.3869,-0.9143,-0.0885,-0.7674,0.4561,0.911,0.5571,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0227,0.0102,0.1011,0.5749,-2.2219,0.021,0.0167,0.1293,0.6735,-0.7874,0.0205,0.0139,0.1178,0.6115,-0.8599,0.1795,0.01,0.0998,0.5118,0.0268,-1.0833,-1.1111,-0.1266,1.0257,0.1169,0.1139,0.7819,0.8578,1.013,1.097,1.2955,1.181,0.6114,0.7357,1.0262,1.2033,1.6783,1.3947,1.3362,1.4022,-28.1706,1.0494,-21.0822,-20.0903,0.4735,0.5426,0.3393,1.146,0.7166,0.6253,0.8536,0.94,1.1233,1.1013,1.316,1.195,0.0003,0.2804,-0.7627,0.0375,-0.311,0.6149,0.2907,0.0773,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0509,0.0118,0.1088,0.7505,-1.8162,0.0835,0.0273,0.1653,0.9928,-0.3302,0.0199,0.0184,0.1357,0.75,-0.4898,0.2123,0.0224,0.1498,0.8966,0.0414,-0.6087,-2.5509,-0.2395,4.1905,0.3934,0.0939,0.6583,0.802,0.7264,1.2182,1.1034,0.9057,0.4334,0.6431,0.5276,1.484,1.2174,0.8203,1.964,1.9628,-12.5057,0.9994,-6.3676,-6.3713,0.357,0.5293,0.2849,1.4826,0.798,0.5382,0.7559,1.0006,0.837,1.3238,1.1073,0.8365,0.0007,0.3324,-0.6425,-0.0102,-0.3989,0.7686,0.7261,0.624,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0813,0.1133,0.3366,1.8772,-1.0969,0.12,0.1844,0.4294,2.5347,-0.6884,0.0566,0.0349,0.1868,1.2638,-0.6819,0.4671,0.1385,0.3722,1.8756,0.0207,-0.6778,-1.4363,-0.1741,2.1191,0.2568,0.1212,0.7839,1.8019,0.9043,2.2986,1.1536,0.5019,0.6145,3.2467,0.8177,5.2835,1.3307,0.2519,0.9502,1.9166,-24.7466,2.0171,-26.0441,-12.9119,0.5963,1.1914,0.4674,1.9979,0.7838,0.3923,0.7406,1.4854,1.0009,2.0057,1.3514,0.6738,0.0011,0.738,-0.9571,-0.4316,0.0617,0.6705,0.0866,0.408,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0978,7.3989,2.7201,15.2981,-0.9479,-1.1877,15.9802,3.9975,21.5754,-0.79,-0.0943,5.5044,2.3461,14.0981,-0.5878,4.5373,9.7254,3.1186,14.5149,0.0322,0.0823,1.0362,-0.0215,12.5898,-0.2618,-0.0208,0.6804,1.1594,0.8722,1.7039,1.2819,0.7523,0.463,1.3442,0.7608,2.9032,1.6431,0.566,0.7818,1.4264,-15.4263,1.8244,-19.7309,-10.8149,0.6516,0.8845,0.5237,1.3575,0.8037,0.592,0.7091,1.0851,1.054,1.5304,1.4864,0.9713,0.0086,7.007,-0.3199,-0.2777,0.1156,0.3429,-0.4065,0.2309,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0196,6.1547,2.4809,15.2869,-0.8242,-0.9375,8.1562,2.8559,19.7058,-0.7838,0.3938,15.4463,3.9302,35.1277,-0.3334,4.2952,12.3426,3.5132,27.6463,0.0101,0.0209,-0.0498,-0.0046,-2.3808,-0.2183,0.0917,0.8687,0.6312,0.7062,0.7267,0.8129,1.1187,0.7546,0.3985,0.4987,0.528,0.6608,1.2515,0.7977,0.7864,-24.4142,0.9859,-30.6064,-31.0446,0.7586,0.3181,0.3001,0.4193,0.3955,0.9433,0.7758,0.4352,0.5529,0.561,0.7128,1.2706,0.0073,6.2821,0.2834,0.5214,0.0871,0.0219,-0.2111,0.3706,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
-0.1925,6.9718,2.6404,12.9069,-1.0206,-0.9645,11.4795,3.3881,14.7813,-1.0313,-0.2524,5.9754,2.4445,13.5026,-1.004,4.2677,7.2449,2.6916,10.4698,0.0515,0.1995,0.7625,-0.0451,3.8213,-0.226,-0.0591,0.7793,1.0802,0.981,1.386,1.2588,0.9082,0.6073,1.1667,0.9623,1.9211,1.5845,0.8248,0.8687,0.9637,-11.4699,1.1093,-13.203,-11.9019,0.8778,0.948,0.5787,1.08,0.6592,0.6104,0.8732,0.9559,1.2328,1.0947,1.4118,1.2897,0.0073,6.6421,-0.5887,-0.4034,-0.0085,0.4184,-0.1923,0.1282,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.8253,5.2856,2.299,13.9763,-0.5212,-0.6197,15.116,3.8879,24.5154,-1.446,0.5541,11.5901,3.4044,17.2253,-0.9183,4.9343,9.0167,3.0028,16.6997,0.0313,-1.3317,1.4893,0.1673,-1.1183,-0.1256,0.1123,0.5913,0.6753,0.7656,1.142,1.2948,1.1338,0.3497,0.456,0.5862,1.3042,1.6764,1.2854,0.3304,0.5807,-8.8689,1.7575,-26.8434,-15.2732,0.9167,1.0232,0.533,1.1162,0.5814,0.5209,0.5701,0.8114,0.8369,1.4232,1.468,1.0315,0.0084,7.4682,-0.5603,0.0344,0.4791,0.457,-0.2671,0.1204,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.7155,9.5351,3.0879,17.5153,-1.0034,-1.5594,18.5445,4.3063,21.6844,-0.8693,-0.1854,18.7797,4.3336,18.2113,-0.5369,6.0461,13.2815,3.6444,15.1308,0.0678,0.4588,3.8583,-0.1183,8.4087,-0.2579,-0.0307,0.7171,0.7126,0.8473,0.9937,1.1816,1.1891,0.5142,0.5077,0.7179,0.9875,1.3963,1.414,0.8699,1.3789,-7.9767,1.585,-9.1694,-5.7851,0.7537,0.7379,0.5387,0.979,0.7147,0.7301,0.8077,0.9618,1.1576,1.1907,1.4331,1.2036,0.0125,9.3759,-0.1621,-0.5223,-0.2102,0.7143,0.2851,0.4958,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0031,8.4454,2.9061,16.6679,-0.6044,-1.1611,9.9857,3.16,18.9495,-3.369,0.3024,11.7895,3.4336,23.1573,-0.4132,4.6518,10.0206,3.1655,19.3199,0.025,0.0027,-0.0104,-0.0007,-3.8402,-0.2496,0.065,0.9196,0.8464,0.918,0.9203,0.9983,1.0847,0.8457,0.7163,0.8428,0.847,0.9965,1.1765,0.4297,0.9274,-12.6979,2.1583,-29.5512,-13.6921,2.3953,0.634,0.5243,0.2647,0.2189,0.827,0.8796,0.7198,0.8627,0.8183,0.9808,1.1986,0.0086,6.776,0.1063,0.4288,0.1817,-0.03,-0.5111,0.422,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.1382,0.9863,0.9931,4.0904,-0.7454,-1.1884,2.7921,1.6709,6.427,-1.6585,-0.2321,3.3097,1.8193,7.8105,-0.548,2.7966,0.7525,0.8675,4.2021,0.1999,0.1163,0.5952,-0.0494,5.1196,-0.4249,-0.083,0.5943,0.5459,1.1449,0.9185,1.9262,2.0972,0.3532,0.298,1.3107,0.8436,3.7104,4.3984,0.4357,0.6318,-1.6636,1.4501,-3.8184,-2.6332,0.9694,0.4645,0.4462,0.4791,0.4603,0.9607,0.6364,0.5237,0.9734,0.8229,1.5295,1.8587,0.0088,4.1018,0.4746,0.0327,-0.352,0.5355,-0.3318,0.2469,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.0458,1.0617,1.0304,6.0196,-1.6141,-0.0299,4.4492,2.1093,9.7013,-0.5526,-0.099,2.3334,1.5276,7.4443,-0.4641,2.2757,2.6785,1.6366,7.3487,0.0336,-1.5305,-0.4626,0.0201,0.3022,-0.0131,-0.0435,0.4885,0.6745,0.6296,1.3808,1.2888,0.9334,0.2386,0.455,0.3964,1.9067,1.6611,0.8712,1.0764,1.575,-14.5614,1.4632,-13.5278,-9.2452,0.3685,0.4529,0.3028,1.2289,0.8217,0.6687,0.6205,0.8086,0.8191,1.3032,1.3201,1.013,0.0008,3.567,-0.7506,-0.4412,-0.2824,0.8705,0.3862,0.4906,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0111,0.8939,0.9455,4.9141,-0.5686,0.0901,2.2969,1.5156,6.6407,-0.6146,0.0656,3.6261,1.9042,8.2468,-0.5223,2.3966,1.0856,1.0419,4.9362,0.1113,-0.123,-0.1688,-0.0046,1.3725,0.0376,0.0274,0.6238,0.4965,0.9074,0.7959,1.4546,1.8276,0.3892,0.2465,0.8234,0.6334,2.1157,3.34,0.7047,0.6295,-2.8826,0.8934,-4.0907,-4.5789,0.7617,0.5783,0.564,0.7592,0.7405,0.9753,0.74,0.5959,0.9955,0.8052,1.3453,1.6707,0.0008,3.5052,0.3679,-0.1233,0.1741,0.5429,0.4475,0.4896,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.025,0.7953,0.8918,4.0422,-1.3575,0.3052,4.7769,2.1856,10.9059,-0.6841,0.0716,3.5657,1.8883,7.8597,-0.6952,2.5223,2.8747,1.6955,7.6186,0.0543,0.0819,0.3492,0.0099,4.2611,0.121,0.0284,0.408,0.4723,0.526,1.1575,1.2891,1.1137,0.1665,0.223,0.2766,1.3397,1.6617,1.2404,0.5254,0.7221,-5.3202,1.3743,-10.1256,-7.3677,0.2648,0.3698,0.2128,1.3968,0.8039,0.5755,0.3706,0.5143,0.5306,1.3876,1.4315,1.0316,0.0022,3.9431,-0.5948,-0.3952,-0.0861,0.9431,0.3735,0.4807,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.1646,0.784,0.8855,3.5908,-1.1673,-0.8965,3.378,1.8379,7.6498,-1.2692,0.2728,3.0562,1.7482,7.5103,-0.4388,2.5714,1.5114,1.2294,5.0914,0.0661,0.1836,-0.6033,-0.064,-3.2861,-0.3487,0.1061,0.4818,0.5065,0.7202,1.0513,1.495,1.422,0.2321,0.2565,0.5187,1.1053,2.235,2.0221,0.452,0.8444,-5.3639,1.8682,-11.8671,-6.3523,0.4915,0.3174,0.3039,0.6458,0.6183,0.9575,0.4694,0.4781,0.7053,1.0186,1.5025,1.4751,0.0066,3.8229,0.5466,0.1131,-0.1441,0.7216,-0.065,0.3193,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.0767,0.5616,0.7494,3.8507,-0.8621,0.3175,3.7307,1.9315,8.3396,-0.7915,0.1617,2.5934,1.6104,7.5856,-0.596,2.3386,1.5493,1.2447,6.5047,0.0505,0.2415,0.4741,0.0328,1.963,0.1358,0.0692,0.388,0.4654,0.6021,1.1994,1.5518,1.2938,0.1505,0.2166,0.3625,1.4385,2.408,1.6739,0.4839,0.6293,-5.1536,1.3007,-10.6512,-8.1888,0.4442,0.4351,0.3019,0.9794,0.6795,0.6938,0.4617,0.5076,0.592,1.0994,1.2821,1.1662,0.0025,3.6785,-0.5994,-0.3599,0.038,0.9431,0.2922,0.3598,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0238,3.6346,1.9065,18.807,-1.1784,-0.3371,8.732,2.955,15.5728,-0.9772,-0.2161,4.2305,2.0568,14.4333,-1.0875,3.4825,4.63,2.1517,10.9789,0.015,0.0705,0.11,-0.0068,1.5597,-0.0968,-0.0621,0.6452,0.9269,0.886,1.4367,1.3733,0.9559,0.4162,0.8591,0.785,2.064,1.886,0.9137,1.3218,1.3531,-60.7312,1.0236,-45.9443,-44.8841,1.0961,1.2486,0.7745,1.1391,0.7066,0.6203,1.2077,1.303,1.713,1.079,1.4184,1.3146,0.0028,5.0933,0.0346,0.1072,-0.2653,0.4141,-0.1097,0.0186,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0255,2.7741,1.6656,11.3673,-1.6493,-0.4343,7.8098,2.7946,15.2605,-1.6726,-0.1528,2.79,1.6703,8.9985,-1.2632,2.9536,4.863,2.2052,9.9927,0.0045,0.0588,0.167,-0.0086,2.8421,-0.1471,-0.0517,0.596,0.9972,0.7553,1.6731,1.2673,0.7574,0.3552,0.9943,0.5704,2.7992,1.606,0.5737,0.741,1.409,-155.8198,1.9016,-210.2928,-110.5901,0.7514,1.0791,0.4274,1.4361,0.5688,0.3961,0.7449,1.2632,1.1376,1.6959,1.5272,0.9005,0.0032,4.5311,0.3308,0.6321,-0.1945,0.3592,-0.3322,-0.3425,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0375,3.4298,1.852,14.3553,-1.646,-0.1164,5.6327,2.3733,15.3556,-0.8323,-0.0647,4.7752,2.1852,10.3896,-0.8058,2.6569,6.7975,2.6072,10.1475,0.0076,0.3221,0.5795,-0.0141,1.7993,-0.0438,-0.0244,0.7803,0.8475,0.7103,1.0861,0.9103,0.8381,0.6089,0.7183,0.5046,1.1796,0.8286,0.7025,1.2803,1.9262,-115.4135,1.5044,-90.1452,-59.9192,0.6474,0.943,0.5306,1.4566,0.8196,0.5627,0.9349,1.3817,1.4147,1.478,1.5132,1.0239,0.0009,3.9222,-0.0871,0.2497,-0.2328,0.1662,0.0948,0.0497,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0348,2.3752,1.5412,11.5645,-2.0845,0.3444,51.7621,7.1946,57.9534,-0.3161,0.4513,24.7646,4.9764,36.1025,-0.2831,6.2936,39.6163,6.2941,51.3386,0.0153,0.1012,0.0772,0.0055,0.7632,0.0547,0.0717,0.2142,0.3097,0.2449,1.4457,1.1431,0.7906,0.0459,0.0959,0.06,2.0902,1.3066,0.6251,0.5614,0.9811,-9.8254,1.7475,-17.5005,-10.0145,0.0851,0.1332,0.0719,1.565,0.8446,0.5397,0.1995,0.3203,0.2253,1.6052,1.1288,0.7032,0.0039,9.0588,-0.3489,-0.2493,-0.3651,0.7986,0.6609,0.6697,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.1942,4.8336,2.1985,14.0033,-1.5172,-0.1857,8.4548,2.9077,16.3108,-1.2659,0.0825,16.137,4.0171,21.5389,-1.2727,4.7385,7.0507,2.6553,13.1077,0.0631,1.0455,-2.3538,-0.041,-2.2514,-0.0392,0.0174,0.7561,0.5473,0.828,0.7238,1.0951,1.5129,0.5717,0.2995,0.6855,0.5239,1.1992,2.2887,0.9262,0.6997,-9.5646,0.7555,-10.3265,-13.6686,0.7728,0.587,0.3976,0.7595,0.5145,0.6774,0.8585,0.6501,1.0683,0.7573,1.2444,1.6432,0.0019,7.0144,0.2945,0.1354,-0.0651,-0.1208,-0.0745,0.2893,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0654,4.1459,2.0361,8.8379,-1.0269,-0.2572,11.2547,3.3548,13.7464,-1.3653,0.226,8.0431,2.836,14.5123,-0.864,4.432,3.9225,1.9805,9.0249,0.0142,-0.2541,0.2892,0.0147,-1.1384,-0.058,0.051,0.6069,0.718,1.0281,1.1829,1.6939,1.432,0.3684,0.5155,1.0569,1.3993,2.8692,2.0505,0.5643,0.6657,-34.4957,1.1796,-61.13,-51.8221,0.7503,0.56,0.4763,0.7465,0.6348,0.8505,0.6429,0.609,0.9793,0.9472,1.5232,1.608,0.0024,6.7566,0.4247,0.053,-0.1154,-0.0119,-0.2858,0.3842,0.619,0.2358,0.4856,1,0,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0139,1.8954,1.3767,8.6331,-1.6029,-0.1693,7.3437,2.7099,12.8403,-0.6074,-0.107,2.4861,1.5767,7.2525,-1.5827,2.9029,3.3387,1.8272,8.4135,0.0108,-0.0822,-0.1301,0.0048,1.5824,-0.0583,-0.0369,0.508,0.8732,0.7535,1.7187,1.4831,0.8629,0.2581,0.7624,0.5677,2.954,2.1996,0.7446,1.0956,1.1962,-58.0228,1.0918,-52.9577,-48.5062,0.4152,1.1811,0.39,2.8446,0.9392,0.3302,0.6723,1.1904,1.0261,1.7705,1.5262,0.862,0.0014,4.235,-0.0433,0.3738,-0.2641,0.6307,0.1281,-0.0268,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_ALTA
